0,221,420
1,221,422
2,220,424
3,220,426
4,220,428
5,219,430
6,220,431
7,220,433
8,220,433
9,221,436
10,220,436
11,220,438
12,219,437
13,220,438
14,219,437
15,219,437
16,218,437
17,219,437
18,218,437
19,218,437
20,217,437
21,216,437
22,216,437
23,215,437
24,214,438
25,212,438
26,212,438
27,211,438
28,211,438
29,210,439
30,209,439
31,209,439
32,209,439
33,208,439
34,207,439
35,207,440
36,206,440
37,205,440
38,204,440
39,203,440
40,202,441
41,201,441
42,201,441
43,200,441
44,200,441
45,199,442
46,199,442
47,198,442
48,198,442
49,197,442
50,197,443
51,196,443
52,198,443
53,195,444
54,194,444
55,194,444
56,194,444
57,193,445
58,192,445
59,192,446
60,191,446
61,190,446
62,190,446
63,189,446
64,189,446
65,189,447
66,188,447
67,188,447
68,188,447
69,188,447
70,187,447
71,187,447
72,187,448
73,186,448
74,186,448
75,186,448
76,186,448
77,185,448
78,185,448
79,184,448
80,183,449
81,183,449
82,182,449
83,181,449
84,181,449
85,180,449
86,180,449
87,180,449
88,180,449
89,179,449
90,179,449
91,179,450
92,178,450
93,178,450
94,177,450
95,176,450
96,176,449
97,175,449
98,175,449
99,174,449
100,174,449
101,174,449
102,174,449
103,176,448
104,176,448
105,175,448
106,175,449
107,175,449
108,174,449
109,174,449
110,173,450
111,173,450
112,172,450
113,172,450
114,172,450
115,172,451
116,172,451
117,172,451
118,172,451
119,172,451
