0,221,420
1,221,422
2,220,424
3,219,426
4,220,428
5,219,430
6,220,431
7,220,433
8,220,433
9,221,436
10,220,436
11,221,437
12,220,437
13,220,437
14,219,437
15,219,437
16,219,437
17,219,437
18,218,437
19,218,437
20,217,437
21,217,437
22,216,437
23,215,437
24,214,437
25,213,438
26,212,438
27,211,438
28,211,438
29,210,438
30,210,439
31,209,438
32,209,439
33,208,439
34,207,439
35,207,439
36,206,440
37,205,440
38,204,440
39,203,440
40,202,440
41,202,441
42,201,441
43,200,441
44,200,441
45,199,441
46,199,441
47,198,442
48,198,442
49,197,442
50,197,443
51,198,442
52,196,443
53,195,444
54,194,444
55,194,444
56,194,444
57,193,445
58,192,445
59,192,445
60,191,446
61,190,446
62,190,446
63,190,446
64,189,446
65,189,446
66,188,446
67,188,446
68,188,447
69,188,447
70,187,447
71,187,447
72,187,447
73,186,448
74,186,448
75,186,448
76,185,448
77,185,448
78,185,448
79,184,448
80,183,449
81,183,449
82,182,449
83,181,449
84,181,449
85,180,449
86,180,449
87,180,449
88,180,449
89,179,449
90,179,449
91,179,450
92,178,450
93,178,450
94,177,450
95,176,450
96,176,449
97,175,449
98,175,449
99,174,449
100,174,449
101,174,449
102,174,449
103,176,448
104,176,448
105,175,448
106,175,449
107,174,449
108,174,449
109,173,449
110,173,450
111,173,450
112,172,450
113,172,450
114,172,450
115,172,451
116,172,451
117,172,451
118,172,451
119,172,451
120,172,452
121,172,453
122,172,453
123,172,452
124,172,452
125,172,452
126,172,452
127,172,452
128,171,452
129,171,452
130,171,452
131,169,452
132,169,452
133,169,453
134,168,453
135,168,453
136,167,454
137,167,454
138,167,454
139,167,454
140,166,454
141,166,455
142,166,455
143,165,455
144,165,456
145,164,456
146,164,457
147,163,457
148,163,457
149,162,458
150,161,458
151,160,459
152,160,459
153,159,459
154,159,459
155,159,459
156,159,460
157,158,461
158,157,461
159,157,461
160,156,462
161,156,462
162,156,462
163,155,463
164,154,463
165,153,464
166,152,464
167,151,465
168,150,465
169,150,465
170,149,466
171,148,466
172,147,466
173,146,467
174,145,467
175,145,468
176,144,468
177,143,468
178,142,469
179,142,469
180,141,469
181,139,470
182,138,471
183,137,471
184,136,472
185,135,472
186,135,471
187,135,471
188,135,471
189,134,472
190,133,472
191,132,473
192,131,474
193,130,474
194,127,477
195,126,478
196,126,479
197,126,477
198,125,478
199,124,479
200,123,479
201,122,480
202,121,481
203,120,482
204,119,482
205,119,483
206,118,483
207,117,484
208,116,485
209,116,486
210,115,487
211,115,488
212,114,489
213,114,489
214,113,489
215,113,489
216,113,490
217,113,490
218,112,491
219,112,491
220,112,492
221,111,492
222,110,492
223,110,493
224,108,495
225,108,495
226,107,496
227,107,496
228,106,496
229,105,496
230,104,496
231,104,497
232,103,498
233,102,499
234,101,499
235,100,499
236,99,499
237,99,499
238,98,500
239,98,500
240,97,500
241,96,500
242,95,501
243,95,501
244,97,500
245,94,502
246,94,502
247,93,502
248,93,502
249,93,502
250,92,502
251,92,502
252,95,501
253,94,501
254,90,503
255,89,503
256,89,502
257,88,502
258,88,502
259,88,502
260,91,500
261,91,501
262,90,501
263,87,502
264,89,501
265,86,502
266,88,501
267,88,501
268,88,500
269,88,500
270,86,501
271,85,501
272,85,501
273,84,501
274,84,500
275,83,501
276,83,501
277,83,501
278,82,501
279,82,501
280,82,501
281,81,502
282,81,502
283,80,502
284,80,502
285,80,503
286,79,503
287,79,503
288,79,503
289,78,503
290,79,503
291,79,503
292,79,503
293,79,504
294,80,504
295,80,504
296,80,505
297,79,505
298,79,505
299,80,505
300,79,505
301,79,506
302,79,506
303,79,506
304,79,506
305,79,506
306,78,506
307,78,507
308,78,507
309,78,507
310,78,507
311,78,508
312,78,508
313,79,507
314,79,507
315,79,507
316,79,507
317,78,508
318,79,508
319,79,508
320,79,507
321,79,508
322,78,508
323,79,508
324,78,508
325,78,508
326,79,508
327,79,508
328,79,508
329,79,508
330,79,508
331,79,508
332,80,508
333,79,508
334,79,510
335,79,511
336,79,511
337,80,510
338,80,510
339,80,510
340,80,510
341,80,510
342,80,510
343,80,510
344,80,510
345,80,510
346,81,509
347,81,509
