time,x,y
33.325,329,87
33.367,329,87
33.408,328,87
33.450,330,87
33.492,332,86
33.534,333,87
33.575,333,86
33.617,331,87
33.659,332,86
33.700,333,87
33.742,332,86
33.784,333,86
33.825,332,85
33.867,334,86
33.909,330,86
33.951,331,86
33.992,331,86
34.034,331,86
34.076,331,85
34.117,331,85
34.159,329,86
34.201,329,86
34.243,329,86
34.284,330,86
34.326,326,87
34.368,329,88
34.409,328,87
34.451,328,88
34.493,330,88
34.534,329,88
34.576,330,87
34.618,329,86
34.660,328,87
34.701,330,87
34.743,329,87
34.785,331,88
34.826,332,87
34.868,334,86
34.910,333,86
34.952,333,86
34.993,331,86
35.035,330,87
35.077,329,87
35.118,330,87
35.160,325,87
35.202,326,87
35.244,325,86
35.285,325,87
35.327,326,86
35.369,325,87
35.410,328,86
35.452,330,85
35.494,330,85
35.536,331,86
35.577,329,85
35.619,327,86
35.661,327,85
35.702,327,85
35.744,330,85
35.786,325,85
35.827,329,85
35.869,325,85
35.911,326,85
35.953,326,86
35.994,324,85
36.036,332,85
36.078,325,86
36.119,331,86
36.161,328,87
36.203,332,85
36.245,325,86
36.286,329,85
36.328,327,86
36.370,331,86
36.411,330,86
36.453,333,85
36.495,329,85
36.537,330,86
36.578,331,85
36.620,329,84
36.662,332,84
36.703,329,85
36.745,331,86
36.787,330,86
36.828,331,85
36.870,331,86
36.912,329,85
36.954,330,85
36.995,328,84
37.037,331,87
37.079,327,86
37.120,330,86
37.162,329,86
37.204,328,86
37.246,327,86
37.287,330,86
37.329,326,85
37.371,325,86
37.412,325,86
37.454,327,86
37.496,326,87
37.537,333,85
37.579,331,85
37.621,331,84
37.663,330,84
37.704,331,85
37.746,334,85
37.788,331,85
37.829,332,85
37.871,328,85
37.913,328,84
37.955,330,85
37.996,331,85
38.038,332,86
38.080,331,84
38.121,332,85
38.163,332,83
38.205,331,84
38.247,331,84
38.288,331,86
38.330,333,84
38.372,330,86
38.413,329,86
38.455,326,85
38.497,332,84
38.539,331,86
38.580,330,87
38.622,329,86
38.664,330,86
38.705,331,86
38.747,330,85
38.789,331,87
38.830,330,86
38.872,329,87
38.914,330,85
38.956,331,86
38.997,330,87
39.039,332,86
39.081,331,86
39.122,331,86
39.164,327,87
39.206,329,87
39.248,331,86
39.289,330,87
39.331,330,86
39.373,330,86
39.414,330,87
39.456,328,86
39.498,328,86
39.540,330,86
39.581,332,86
39.623,332,86
39.665,332,85
39.706,332,86
39.748,332,85
39.790,331,86
39.831,330,86
39.873,330,87
39.915,331,87
39.957,330,87
39.998,330,86
40.040,331,86
40.082,330,85
40.123,326,85
40.165,329,84
40.207,326,86
40.249,327,85
40.290,327,85
40.332,330,86
40.374,331,86
40.415,331,85
40.457,329,86
40.499,328,85
40.540,330,85
40.582,330,85
40.624,331,84
40.666,332,84
40.707,334,84
40.749,329,84
40.791,330,84
40.832,331,84
40.874,330,85
40.916,325,85
40.958,326,85
40.999,327,83
41.041,328,85
41.083,327,85
41.124,329,84
41.166,327,85
41.208,326,87
41.250,327,86
41.291,326,87
41.333,326,86
41.375,329,87
41.416,329,86
41.458,328,85
41.500,329,85
41.542,329,86
41.583,331,85
41.625,328,85
41.667,330,84
41.708,330,84
41.750,333,84
41.792,330,84
41.833,332,85
41.875,335,83
41.917,332,83
41.959,334,83
42.000,332,83
42.042,334,86
42.084,330,86
42.125,333,87
42.167,333,87
42.209,334,87
42.251,331,87
42.292,332,88
42.334,332,88
42.376,329,88
42.417,329,87
42.459,331,87
42.501,333,87
42.543,334,87
42.584,333,87
42.626,333,87
42.668,332,86
42.709,332,87
42.751,332,86
42.793,331,87
42.834,331,87
42.876,333,86
42.918,330,87
42.960,334,87
43.001,332,87
43.043,332,88
43.085,332,88
43.126,332,87
43.168,334,87
43.210,336,86
43.252,335,87
43.293,334,87
43.335,333,87
43.377,334,88
43.418,331,88
43.460,332,87
43.502,334,87
43.543,333,86
43.585,328,86
43.627,330,86
43.669,330,86
43.710,330,87
43.752,331,87
43.794,331,87
43.835,330,86
43.877,331,87
43.919,331,87
43.961,330,87
44.002,333,87
44.044,334,87
44.086,334,87
44.127,333,87
44.169,333,87
44.211,332,87
44.253,330,86
44.294,333,87
44.336,332,85
44.378,332,87
44.419,332,86
44.461,332,87
44.503,333,87
44.545,334,87
44.586,333,87
44.628,330,87
44.670,330,87
44.711,333,87
44.753,333,87
44.795,334,87
44.836,333,87
44.878,335,87
44.920,334,88
44.962,338,91
45.003,337,92
45.045,337,92
45.087,336,92
45.128,337,92
45.170,337,92
45.212,338,93
45.254,338,93
45.295,338,93
45.337,337,92
45.379,335,93
45.420,335,92
45.462,335,93
45.504,337,92
45.546,337,93
45.587,337,92
45.629,335,93
45.671,337,93
45.712,337,94
45.754,338,93
45.796,338,93
45.837,337,92
45.879,338,92
45.921,336,91
45.963,335,93
46.004,335,92
46.046,336,91
46.088,337,91
46.129,340,91
46.171,337,91
46.213,335,92
46.255,334,92
46.296,335,92
46.338,336,92
46.380,336,93
46.421,337,93
46.463,338,93
46.505,338,92
46.546,341,94
46.588,339,95
46.630,342,95
46.672,341,95
46.713,341,95
46.755,338,95
46.797,340,95
46.838,341,95
46.880,341,96
46.922,342,96
46.964,343,95
47.005,343,96
47.047,345,98
47.089,343,98
47.130,345,99
47.172,344,99
47.214,344,100
47.256,345,99
47.297,345,99
47.339,345,100
47.381,346,100
47.422,346,100
47.464,346,99
47.506,345,100
47.548,347,100
47.589,348,100
47.631,349,100
47.673,349,100
47.714,348,101
47.756,348,101
47.798,348,101
47.839,347,102
47.881,347,103
47.923,346,102
47.965,346,102
48.006,347,101
48.048,350,101
48.090,349,101
48.131,350,101
48.173,350,101
48.215,350,101
48.257,350,101
48.298,350,101
48.340,350,101
48.382,351,102
48.423,349,101
48.465,349,101
48.507,348,101
48.549,349,100
48.590,348,100
48.632,352,102
48.674,351,101
48.715,350,101
48.757,352,100
48.799,353,101
48.840,352,101
48.882,351,102
48.924,351,102
48.966,352,102
49.007,351,102
49.049,354,102
49.091,351,101
49.132,352,102
49.174,352,102
49.216,353,103
49.258,354,103
49.299,352,103
49.341,353,102
49.383,353,103
49.424,353,102
49.466,352,103
49.508,351,103
49.549,350,104
49.591,349,104
49.633,350,104
49.675,347,104
49.716,345,105
49.758,345,105
49.800,347,106
49.841,347,107
49.883,347,107
49.925,347,107
49.967,346,107
50.008,345,107
50.050,345,108
50.092,345,107
50.133,346,108
50.175,345,108
50.217,344,108
50.259,344,107
50.300,344,107
50.342,344,107
50.384,344,107
50.425,344,107
50.467,345,107
50.509,345,107
50.551,345,106
50.592,346,106
50.634,347,106
50.676,346,107
50.717,345,107
50.759,346,106
50.801,346,107
50.842,346,106
50.884,346,106
50.926,346,105
50.968,346,106
51.009,346,106
51.051,349,107
51.093,349,107
51.134,349,109
51.176,349,106
51.218,349,106
51.260,350,106
51.301,351,106
51.343,351,106
51.385,352,106
51.426,351,105
51.468,352,105
51.510,352,105
51.552,353,105
51.593,353,105
51.635,351,104
51.677,353,105
51.718,352,106
51.760,352,106
51.802,353,106
51.843,352,106
51.885,354,106
51.927,353,105
51.969,356,106
52.010,356,106
52.052,361,107
52.094,358,106
52.135,359,106
52.177,360,106
52.219,362,107
52.261,360,106
52.302,359,106
52.344,360,106
52.386,361,107
52.427,361,106
52.469,358,105
52.511,358,104
52.552,356,104
52.594,356,104
52.636,357,104
52.678,358,104
52.719,357,105
52.761,358,104
52.803,357,105
52.844,357,105
52.886,358,105
52.928,358,105
52.970,358,105
53.011,359,104
53.053,360,105
53.095,360,105
53.136,360,105
53.178,359,105
53.220,361,106
53.262,360,105
53.303,361,106
53.345,360,105
53.387,359,106
53.428,359,105
53.470,359,106
53.512,359,106
53.554,362,106
53.595,359,104
53.637,359,104
53.679,358,104
53.720,358,104
53.762,358,104
53.804,358,104
53.845,360,103
53.887,358,104
53.929,359,103
53.971,360,104
54.012,361,104
54.054,359,106
54.096,359,105
54.137,360,105
54.179,360,105
54.221,362,106
54.263,360,105
54.304,359,104
54.346,359,103
54.388,360,103
54.429,359,102
54.471,358,102
54.513,357,102
54.555,355,101
54.596,354,100
54.638,355,100
54.680,353,100
54.721,353,99
54.763,353,97
54.805,354,97
54.846,355,95
54.888,354,96
54.930,354,95
54.972,354,94
55.013,354,94
55.055,353,93
55.097,353,92
55.138,353,92
55.180,353,92
55.222,352,93
55.264,350,93
55.305,351,92
55.347,351,91
55.389,351,91
55.430,352,92
55.472,354,92
55.514,355,91
55.555,351,93
55.597,351,92
55.639,349,93
55.681,349,93
55.722,349,94
55.764,350,93
55.806,349,94
55.847,350,92
55.889,349,93
55.931,350,92
55.973,351,92
56.014,349,93
56.056,351,92
56.098,352,91
56.139,351,90
56.181,353,88
56.223,353,90
56.265,352,90
56.306,352,91
56.348,352,91
56.390,353,91
56.431,351,91
56.473,351,91
56.515,352,91
56.556,350,92
56.598,350,91
56.640,351,91
56.682,350,91
56.723,351,92
56.765,353,90
56.807,350,92
56.848,352,90
56.890,350,91
56.932,351,89
56.974,349,91
57.015,350,89
57.057,349,91
57.099,349,91
57.140,347,92
57.182,347,92
57.224,347,92
57.266,347,92
57.307,347,92
57.349,344,93
57.391,346,92
57.432,345,93
57.474,347,92
57.516,346,92
57.558,349,91
57.599,349,91
57.641,349,91
57.683,351,91
57.724,352,91
57.766,350,91
57.808,351,91
57.849,350,91
57.891,349,92
57.933,350,90
57.975,350,91
58.016,349,91
58.058,349,91
58.100,349,91
58.141,345,91
58.183,347,90
58.225,348,91
58.267,348,91
58.308,348,91
58.350,349,92
58.392,351,92
58.433,350,91
58.475,349,91
58.517,348,91
58.558,353,91
58.600,353,90
58.642,352,91
58.684,354,90
58.725,353,91
58.767,353,90
58.809,354,89
58.850,355,89
58.892,355,90
58.934,354,90
58.976,354,90
59.017,353,90
59.059,350,92
59.101,352,91
59.142,351,91
59.184,352,90
59.226,352,90
59.268,349,91
59.309,351,91
59.351,350,91
59.393,353,91
59.434,352,90
59.476,351,90
59.518,351,90
59.559,351,91
59.601,349,91
59.643,350,90
59.685,350,90
59.726,351,90
59.768,348,90
59.810,349,90
59.851,350,90
59.893,350,91
59.935,352,90
59.977,354,89
60.018,353,89
60.060,351,92
60.102,351,91
60.143,350,92
60.185,350,91
60.227,353,93
60.269,352,92
60.310,353,92
60.352,349,93
60.394,350,93
60.435,353,92
60.477,353,92
60.519,351,92
60.561,350,92
60.602,351,91
60.644,350,92
60.686,349,91
60.727,349,91
60.769,348,92
60.811,349,92
60.852,349,91
60.894,346,93
60.936,344,93
60.978,344,93
61.019,344,93
61.061,343,94
61.103,340,95
61.144,340,94
61.186,341,95
61.228,340,97
61.270,339,95
61.311,339,96
61.353,336,97
61.395,337,98
61.436,336,97
61.478,246,103
61.520,338,96
61.561,337,95
61.603,338,95
61.645,337,95
61.687,337,95
61.728,335,95
61.770,336,95
61.812,336,95
61.853,337,95
61.895,337,95
61.937,337,95
61.979,338,94
62.020,338,94
62.062,339,94
62.104,339,94
62.145,340,94
62.187,339,94
62.229,339,94
62.271,339,93
62.312,338,94
62.354,338,94
62.396,338,94
62.437,245,101
62.479,246,101
62.521,340,94
62.562,245,102
62.604,247,101
62.646,245,102
62.688,333,98
62.729,335,97
62.771,337,96
62.813,334,96
62.854,334,95
62.896,336,95
62.938,338,94
62.980,338,95
63.021,338,94
63.063,337,92
63.105,337,91
63.146,337,92
63.188,337,88
63.230,335,85
63.272,331,86
63.313,333,85
63.355,334,85
63.397,334,85
63.438,335,84
63.480,335,84
63.522,333,85
63.564,335,87
63.605,336,86
63.647,338,84
63.689,337,84
63.730,334,88
63.772,335,86
63.814,337,86
63.855,337,85
63.897,337,86
63.939,338,87
63.981,337,86
64.022,340,86
64.064,338,86
64.106,339,86
64.147,339,87
64.189,339,88
64.231,340,87
64.273,339,86
64.314,339,88
64.356,340,88
64.398,342,87
64.439,338,87
64.481,340,87
64.523,338,87
64.565,340,88
64.606,338,88
64.648,339,87
64.690,341,85
64.731,340,87
64.773,340,85
64.815,342,87
64.856,340,87
64.898,340,88
64.940,341,89
64.982,339,89
65.023,340,90
65.065,342,87
65.107,342,87
65.148,342,88
65.190,343,87
65.232,346,87
65.274,345,89
65.315,344,89
65.357,344,87
65.399,344,88
65.440,342,87
65.482,344,87
65.524,344,87
65.566,342,86
65.607,343,88
65.649,345,89
65.691,346,88
65.732,347,88
65.774,347,88
65.816,347,88
65.857,349,87
65.899,347,89
65.941,346,89
65.983,346,88
66.024,346,88
66.066,346,88
66.108,344,86
66.149,344,86
66.191,342,87
66.233,342,88
66.275,344,87
66.316,344,86
66.358,341,88
66.400,344,88
66.441,344,88
66.483,344,88
66.525,347,88
66.566,348,86
66.608,347,87
66.650,349,88
66.692,348,87
66.733,349,87
66.775,349,86
66.817,349,87
66.858,347,87
66.900,347,88
66.942,345,87
66.984,345,86
67.025,344,85
67.067,345,86
67.109,345,86
67.150,344,88
67.192,345,88
67.234,345,89
67.276,343,89
67.317,346,89
67.359,346,89
67.401,345,89
67.442,348,87
67.484,348,88
67.526,350,88
67.568,348,90
67.609,349,89
67.651,348,90
67.693,348,89
67.734,348,90
67.776,348,90
67.818,348,89
67.859,348,90
67.901,349,91
67.943,349,90
67.985,349,90
68.026,350,90
68.068,350,91
68.110,351,90
68.151,351,90
68.193,352,90
68.235,351,90
68.277,351,90
68.318,352,90
68.360,352,89
68.402,353,89
68.443,353,89
68.485,351,90
68.527,351,90
68.569,351,90
68.610,350,90
68.652,350,90
68.694,350,90
68.735,351,90
68.777,351,90
68.819,352,89
68.860,352,90
68.902,353,89
68.944,351,90
68.986,350,90
69.027,349,90
69.069,349,90
69.111,349,89
69.152,349,89
69.194,350,88
69.236,350,88
69.278,349,88
69.319,349,89
69.361,348,89
69.403,348,89
69.444,349,88
69.486,349,88
69.528,348,88
69.569,348,87
69.611,349,86
69.653,348,87
69.695,348,87
69.736,347,88
69.778,347,88
69.820,347,88
69.861,348,88
69.903,347,88
69.945,348,87
69.987,347,88
70.028,347,88
70.070,350,88
70.112,348,88
70.153,351,88
70.195,352,87
70.237,352,88
70.279,351,87
70.320,351,88
70.362,351,88
70.404,351,88
70.445,349,87
70.487,350,87
70.529,350,85
70.571,346,87
70.612,346,87
70.654,346,86
70.696,347,85
70.737,345,87
70.779,345,85
70.821,345,86
70.862,347,86
70.904,347,87
70.946,347,86
70.988,349,88
71.029,348,88
71.071,348,88
71.113,345,89
71.154,345,89
71.196,347,88
71.238,342,89
71.280,345,88
71.321,345,87
71.363,346,86
71.405,347,87
71.446,346,86
71.488,345,87
71.530,347,87
71.572,348,88
71.613,347,88
71.655,347,88
71.697,347,87
71.738,347,88
71.780,345,88
71.822,348,88
71.863,349,87
71.905,349,88
71.947,348,87
71.989,348,87
72.030,347,87
72.072,349,88
72.114,347,88
72.155,347,88
72.197,347,88
72.239,348,88
72.281,348,86
72.322,349,86
72.364,346,87
72.406,348,87
72.447,345,87
72.489,346,87
72.531,347,86
72.572,348,86
72.614,347,86
72.656,346,87
72.698,348,87
72.739,349,87
72.781,347,86
72.823,346,87
72.864,346,87
