0.000,220,421
0.042,219,428
0.083,219,425
0.125,221,422
0.167,219,427
0.209,219,434
0.250,219,432
0.292,218,431
0.334,220,434
0.375,219,438
0.417,219,437
0.459,220,436
0.501,220,438
0.542,218,438
0.584,219,438
0.626,218,437
0.667,219,438
0.709,216,437
0.751,217,437
0.792,218,438
0.834,217,437
0.876,213,438
0.918,215,438
0.959,216,438
1.001,214,438
1.043,210,439
1.084,211,439
1.126,212,439
1.168,211,439
1.210,208,440
1.251,209,439
1.293,209,439
1.335,208,439
1.376,206,440
1.418,207,440
1.460,204,441
1.501,205,441
1.543,205,441
1.585,204,441
1.627,202,441
1.668,203,441
1.710,199,442
1.752,200,442
1.793,201,441
1.835,200,442
1.877,198,442
1.919,198,442
1.960,198,443
2.002,198,442
2.044,197,443
2.085,198,443
2.127,197,443
2.169,197,443
2.211,195,444
2.252,196,444
2.294,194,445
2.336,195,445
2.377,192,446
2.419,193,445
2.461,190,447
2.503,190,446
2.544,192,446
2.586,190,447
2.628,189,447
2.669,189,447
2.711,188,447
2.753,188,447
2.794,188,447
2.836,188,447
2.878,186,448
2.920,187,448
2.961,186,448
3.003,186,448
3.045,186,448
3.086,186,449
3.128,185,448
3.170,185,448
3.212,183,449
3.253,184,449
3.295,185,448
3.337,184,449
3.378,182,449
3.420,182,449
3.462,180,450
3.504,181,450
3.545,180,449
3.587,180,450
3.629,180,450
3.670,180,450
3.712,178,450
3.754,179,450
3.795,179,450
3.837,179,450
3.879,177,450
3.921,177,450
3.962,176,450
4.004,176,450
4.046,175,449
4.087,175,449
4.129,174,450
4.171,174,449
4.213,175,449
4.254,174,449
4.296,174,449
4.338,174,449
4.379,175,449
4.421,176,449
4.463,173,450
4.504,174,450
4.546,174,449
4.588,173,450
4.630,172,450
4.671,172,450
4.713,172,451
4.755,172,451
4.796,172,450
4.838,172,451
4.880,172,451
4.922,172,451
4.963,172,451
